7965.82591867,218.650329897,-8705.27867718,-12607.4563962,1123.69793344,4794.43068735,-7761.53930807,-1654.09136366,-819.222617845,-3495.06604874,-270.327232538,803.204201488,4312.65295484,1639.56952909,-1246.63209067,1791.93500644,-192.869331948,1138.78914908,2065.51782885,2465.24037369,-175.778766476,-1429.16902844,-205.681880792,-100.715710421,-81.0352865403,693.945176929,0.0
3648.14282888,-876.204470373,-588.71058568,-1413.33305471,-1924.9976092,-1587.36575133,-1366.42775899,-2876.89281001,-333.113896856,1579.31527904,-1056.70401274,136.726906368,-1559.39499602,-543.237265525,-2470.27726159,-365.930844323,-879.595656342,238.694364047,260.832225039,297.549910746,210.560528076,175.595855733,-3.04095309096,35.7017243385,104.293535769,153.134355451,0.0
6311.57567477,-5163.76465346,-5231.76980424,-241.709528858,-1871.84489893,-2572.59723595,-1315.54412618,-408.584226528,-400.843689573,301.844738261,1621.47616663,-1294.3181138,-143.392509318,1271.50505821,-1696.38402391,323.604421113,1115.71851351,-884.517104052,-514.542979903,259.906317841,297.763342759,-217.60342121,-63.2991456592,21.886605067,-41.0813542565,169.703657379,0.0
4784.02368458,-2403.19221922,-379.558303959,-255.052921552,-3564.97284001,-3078.84389383,1160.44801006,-1547.79066322,3938.46747552,295.090054325,809.61254924,1838.86824112,-1022.80070058,498.202918202,-401.914117574,-311.013457698,89.4616247684,944.287711865,236.988062959,149.082634136,191.528093756,63.2722582737,10.3610428744,-17.5164725153,51.4899294074,-65.6662618867,0.0
5106.9087003,-3303.6882257,-95.4188748376,848.821318231,-2272.05596877,472.827360078,-3015.75305608,-1833.12083501,-467.360914021,714.920723082,-1166.20586745,421.895660603,-1533.15493742,-32.140730157,216.414033817,-1419.47117843,-1030.75026699,341.113319932,-303.230908655,-204.647900153,100.706259603,-36.5656187373,-44.208299657,3.37433644763,53.8831853297,120.397355755,0.0
6446.74754543,-7588.04059605,-245.581533705,2198.51149072,1644.00898254,250.204578845,1900.19168654,2372.92902456,1767.0707213,2028.18238186,1765.75646047,1364.52519734,654.639283117,1354.21150138,765.521485622,938.168126727,297.252209604,805.178046079,399.43338685,380.775118865,362.093063537,191.373333042,61.8282152552,-21.1515031722,-59.1230987436,-56.4657325237,0.0
5381.34481462,-3403.96839904,-1111.88226789,4946.07936654,-4059.67755774,4591.97496886,-4266.95589324,3459.00495314,-4361.47608814,3196.35111021,-4393.11910415,1724.40018293,-5639.77899915,1872.89683439,-2231.06710568,-581.274607475,-765.174374479,535.604112877,-900.639810686,338.693180495,-26.0156006458,32.5964326085,-20.8862839551,-9.44803297764,95.3421114851,-65.5595026011,0.0
5371.41206496,-2993.11604322,2183.20263638,5032.28002536,-1646.52829319,5349.6817781,2156.67143812,2530.81346403,1972.38915606,3730.07419012,3374.74658608,467.667686228,2075.56387878,1510.15502222,780.53393307,754.470858022,792.816697346,493.891773003,439.4049767,351.069275836,-25.1869497865,89.5686305097,46.4058425018,1.79920398417,-46.9405140174,-63.351625187,0.0
7046.30267051,-634.725827333,-3964.88645169,6947.45077462,-3056.37089928,5191.46152603,-5097.815355,3585.52506476,-2677.03687304,3510.77011695,-1244.46157923,4118.08382167,-5968.19212993,2170.00432612,-2714.78442339,-284.429804116,-1515.77511601,1330.049058,-352.08065664,102.688162368,-764.671240952,-374.897783164,-102.038728442,43.5031074181,86.0450126602,53.3476981009,0.0
6400.07906298,-4610.95680608,314.220593282,2761.44137931,417.98617994,-714.74957243,-685.866841078,904.645207372,1250.83705072,1045.6130826,-1304.1114584,567.666105321,-1407.57648987,-955.830900511,470.542823716,-65.0473942142,-143.083658617,577.965683093,-84.4849650891,-151.735802586,325.77468592,-137.584788888,-31.5700327985,-5.79079130808,79.7598309445,69.6592812188,0.0
5267.51857479,-3770.8000202,-2488.6636102,-5066.95614085,-4064.46257105,-2538.41979336,-1092.1504206,-5516.83473844,-2958.70721522,-616.713411878,-894.658248751,-602.588316703,-3716.74609362,-6034.79419245,-3548.97493657,-1568.81266729,1173.73390872,-616.161963849,-1115.74343934,415.610059837,614.711999896,530.143496781,-42.2158842811,41.8990127297,4.38086546807,263.951740186,0.0
5302.50788825,-934.77215743,-2817.35660424,5442.25855698,-4508.24941944,4983.657298,-1955.31175624,1761.22163067,-8090.65953866,2107.80187263,-2537.07305074,5671.44524638,549.930291166,2164.57584426,-1875.84721385,-222.640071504,-874.643912667,1384.47334625,-365.100168533,-139.373983877,312.150321745,-115.148563436,-31.5728542133,-49.0179018158,36.8672495025,-57.8383654802,0.0
5868.8217157,-5748.71980393,-9521.73197684,5970.67700964,-6134.11925933,3420.72015032,-7401.50996538,-7641.51508413,2551.93314968,818.592486023,1197.50236414,-2614.29570728,-1285.1419529,-2788.93960666,-910.898581418,-1386.40635185,-220.556864805,1185.14895336,26.6043398414,200.096301521,-21.9990328682,-27.6654646219,1.93136261796,-19.4109351633,46.2564034534,-148.898374064,0.0
